,0,1
0,34.159882924,-118.36044382
1,34.172556008,-118.452763444
2,34.185229092,-118.627144956
3,34.21057526,-118.401474764
4,33.995132831999996,-118.278381932
5,34.071171336,-118.380959292
6,34.08384442,-118.575856276
7,33.741671151999995,-118.555340804
8,33.767017319999994,-118.20657778
9,34.159882924,-118.452763444
10,34.172556008,-118.36044382
11,34.21057526,-118.4117325
12,33.995132831999996,-118.534825332
13,34.058498252,-118.524567596
14,34.08384442,-118.586114012
15,34.109190588,-118.237350988
16,33.868401991999995,-118.216835516
17,33.881075075999995,-118.473278916
18,33.843055824,-118.237350988
19,33.728998067999996,-118.473278916
20,34.223248344,-118.350186084
21,34.235921428,-118.319412876
22,34.248594512,-118.575856276
23,34.273940679999995,-118.227093252
24,33.969786664,-118.401474764
25,34.033152084,-118.637402692
26,34.045825168,-118.380959292
27,34.08384442,-118.596371748
28,34.096517504,-118.339928348
29,33.855728907999996,-118.483536652
30,33.767017319999994,-118.432247972
31,34.299286848,-118.380959292
32,34.197902176,-118.278381932
33,34.223248344,-118.175804572
34,34.235921428,-118.329670612
35,34.248594512,-118.401474764
36,33.931767412,-118.278381932
37,33.95711358,-118.175804572
38,33.969786664,-118.575856276
39,33.982459748,-118.56559854
40,34.261267595999996,-118.555340804
41,34.273940679999995,-118.298897404
42,34.045825168,-118.165546836
43,34.058498252,-118.504052124
44,34.096517504,-118.61688722
45,34.134536755999996,-118.237350988
46,33.868401991999995,-118.319412876
47,33.881075075999995,-118.493794388
48,34.324633016,-118.61688722
49,34.007805915999995,-118.319412876
50,34.020478999999995,-118.575856276
51,34.020478999999995,-118.247608724
52,34.007805915999995,-118.56559854
53,34.007805915999995,-118.524567596
54,34.007805915999995,-118.647660428
55,34.007805915999995,-118.606629484
56,34.007805915999995,-118.36044382
57,34.020478999999995,-118.370701556
58,34.007805915999995,-118.401474764
59,34.197902176,-118.596371748
60,34.223248344,-118.452763444
61,34.235921428,-118.545083068
62,34.248594512,-118.227093252
63,33.931767412,-118.596371748
64,33.95711358,-118.452763444
65,33.969786664,-118.298897404
66,34.273940679999995,-118.575856276
67,34.045825168,-118.237350988
68,34.096517504,-118.606629484
69,34.134536755999996,-118.165546836
70,33.855728907999996,-118.46302118
71,33.716324983999996,-118.61688722
72,33.767017319999994,-118.4117325
73,34.08384442,-118.473278916
74,34.311959932,-118.329670612
75,34.324633016,-118.339928348
76,34.159882924,-118.4117325
77,34.172556008,-118.401474764
78,34.21057526,-118.452763444
79,34.261267595999996,-118.657918164
80,33.89374816,-118.575856276
81,34.058498252,-118.483536652
82,34.071171336,-118.165546836
83,34.109190588,-118.442505708
84,33.779690404,-118.268124196
85,33.792363488,-118.319412876
86,33.817709656,-118.545083068
87,33.83038274,-118.227093252
88,33.868401991999995,-118.6681759
89,33.843055824,-118.442505708
90,33.716324983999996,-118.606629484
91,33.728998067999996,-118.432247972
92,33.754344235999994,-118.329670612
93,34.324633016,-118.596371748
94,34.159882924,-118.175804572
95,34.172556008,-118.51430986
96,34.185229092,-118.56559854
97,34.21057526,-118.46302118
98,33.89374816,-118.339928348
99,34.033152084,-118.596371748
100,33.728998067999996,-118.483536652
101,33.754344235999994,-118.25786646
102,33.7036519,-118.298897404
103,33.716324983999996,-118.30915514
104,33.754344235999994,-118.586114012
105,33.741671151999995,-118.575856276
106,33.716324983999996,-118.637402692
107,33.741671151999995,-118.247608724
108,33.7036519,-118.627144956
109,33.728998067999996,-118.647660428
110,33.855728907999996,-118.442505708
111,34.273940679999995,-118.657918164
112,33.741671151999995,-118.61688722
113,34.311959932,-118.186062308
114,34.185229092,-118.493794388
115,34.21057526,-118.473278916
116,34.261267595999996,-118.51430986
117,33.89374816,-118.596371748
118,33.995132831999996,-118.350186084
119,33.969786664,-118.61688722
120,34.109190588,-118.452763444
121,34.058498252,-118.46302118
122,34.08384442,-118.647660428
123,34.109190588,-118.175804572
124,33.843055824,-118.175804572
125,33.779690404,-118.288639668
126,33.792363488,-118.298897404
127,33.805036572,-118.555340804
128,33.817709656,-118.401474764
129,33.83038274,-118.329670612
130,33.881075075999995,-118.534825332
131,33.728998067999996,-118.534825332
132,33.754344235999994,-118.637402692
133,33.7036519,-118.51430986
134,34.299286848,-118.432247972
135,34.311959932,-118.586114012
136,34.096517504,-118.216835516
137,34.197902176,-118.637402692
138,34.223248344,-118.4117325
139,34.235921428,-118.25786646
140,34.248594512,-118.51430986
141,33.969786664,-118.339928348
142,33.906421244,-118.534825332
143,33.931767412,-118.637402692
144,33.95711358,-118.4117325
145,33.995132831999996,-118.196320044
146,34.273940679999995,-118.288639668
147,34.045825168,-118.442505708
148,34.08384442,-118.657918164
149,34.096517504,-118.401474764
150,33.805036572,-118.627144956
151,33.855728907999996,-118.421990236
152,33.7036519,-118.647660428
153,34.299286848,-118.442505708
154,34.197902176,-118.216835516
155,34.223248344,-118.237350988
156,34.235921428,-118.268124196
157,34.248594512,-118.339928348
158,33.982459748,-118.504052124
159,33.931767412,-118.216835516
160,33.944440496,-118.165546836
161,33.95711358,-118.237350988
162,34.261267595999996,-118.61688722
163,34.273940679999995,-118.36044382
164,34.058498252,-118.442505708
165,34.109190588,-118.483536652
166,33.792363488,-118.606629484
167,33.817709656,-118.25786646
168,33.83038274,-118.51430986
169,33.843055824,-118.483536652
170,33.868401991999995,-118.627144956
171,33.779690404,-118.30915514
172,34.020478999999995,-118.186062308
173,33.7036519,-118.493794388
174,33.716324983999996,-118.56559854
175,34.299286848,-118.20657778
176,34.324633016,-118.555340804
177,34.172556008,-118.555340804
178,34.197902176,-118.288639668
179,34.248594512,-118.657918164
180,34.273940679999995,-118.637402692
181,33.906421244,-118.391217028
182,33.919094328,-118.442505708
183,33.931767412,-118.288639668
184,33.982459748,-118.493794388
185,34.045825168,-118.298897404
186,34.071171336,-118.278381932
187,34.096517504,-118.421990236
188,33.855728907999996,-118.401474764
189,34.007805915999995,-118.268124196
190,33.716324983999996,-118.555340804
191,33.767017319999994,-118.350186084
192,34.286613764,-118.247608724
193,34.324633016,-118.278381932
194,34.159882924,-118.227093252
195,34.172556008,-118.46302118
196,34.197902176,-118.196320044
197,34.21057526,-118.51430986
198,33.89374816,-118.391217028
199,33.931767412,-118.196320044
200,33.944440496,-118.186062308
201,34.261267595999996,-118.473278916
202,34.058498252,-118.421990236
203,34.109190588,-118.380959292
204,33.779690404,-118.329670612
205,33.792363488,-118.25786646
206,33.817709656,-118.606629484
207,33.83038274,-118.288639668
208,34.020478999999995,-118.329670612
209,33.716324983999996,-118.545083068
210,33.728998067999996,-118.493794388
211,33.754344235999994,-118.268124196
212,33.741671151999995,-118.401474764
213,34.324633016,-118.534825332
214,34.286613764,-118.647660428
215,34.286613764,-118.606629484
216,34.286613764,-118.56559854
217,34.286613764,-118.524567596
218,34.286613764,-118.483536652
219,34.286613764,-118.442505708
220,34.286613764,-118.401474764
221,34.286613764,-118.36044382
222,34.286613764,-118.319412876
223,34.286613764,-118.278381932
224,34.159882924,-118.237350988
225,34.172556008,-118.575856276
226,34.185229092,-118.504052124
227,34.21057526,-118.524567596
228,33.89374816,-118.401474764
229,34.033152084,-118.657918164
230,34.045825168,-118.483536652
231,34.071171336,-118.504052124
232,34.096517504,-118.36044382
233,33.805036572,-118.6681759
234,33.855728907999996,-118.380959292
235,33.767017319999994,-118.329670612
236,33.728998067999996,-118.586114012
237,34.311959932,-118.247608724
238,34.185229092,-118.432247972
239,34.21057526,-118.534825332
240,34.223248344,-118.196320044
241,34.261267595999996,-118.575856276
242,33.95711358,-118.196320044
243,33.995132831999996,-118.4117325
244,33.969786664,-118.555340804
245,33.944440496,-118.20657778
246,33.89374816,-118.657918164
247,34.058498252,-118.401474764
248,34.109190588,-118.36044382
249,34.134536755999996,-118.6681759
250,33.779690404,-118.350186084
251,33.792363488,-118.237350988
252,33.817709656,-118.46302118
253,33.881075075999995,-118.596371748
254,34.020478999999995,-118.637402692
255,34.134536755999996,-118.627144956
256,34.299286848,-118.493794388
257,34.311959932,-118.647660428
258,34.185229092,-118.647660428
259,34.223248344,-118.227093252
260,34.235921428,-118.442505708
261,34.248594512,-118.452763444
262,33.95711358,-118.227093252
263,33.906421244,-118.596371748
264,33.969786664,-118.524567596
265,34.273940679999995,-118.350186084
266,34.045825168,-118.339928348
267,34.096517504,-118.380959292
268,33.855728907999996,-118.36044382
269,33.7036519,-118.586114012
270,34.299286848,-118.25786646
271,34.159882924,-118.186062308
272,34.172556008,-118.504052124
273,34.185229092,-118.575856276
274,34.261267595999996,-118.432247972
275,33.995132831999996,-118.268124196
276,33.944440496,-118.227093252
277,34.058498252,-118.380959292
278,34.109190588,-118.421990236
279,33.779690404,-118.370701556
280,33.792363488,-118.545083068
281,33.817709656,-118.319412876
282,33.83038274,-118.575856276
283,33.843055824,-118.421990236
284,33.716324983999996,-118.504052124
285,33.7036519,-118.432247972
286,34.311959932,-118.504052124
287,34.071171336,-118.483536652
288,34.159882924,-118.196320044
289,34.172556008,-118.61688722
290,34.197902176,-118.227093252
291,34.235921428,-118.6681759
292,33.906421244,-118.452763444
293,33.919094328,-118.380959292
294,33.931767412,-118.227093252
295,33.982459748,-118.432247972
296,34.248594512,-118.596371748
297,34.045825168,-118.36044382
298,34.071171336,-118.216835516
299,34.096517504,-118.483536652
300,33.855728907999996,-118.339928348
301,34.235921428,-118.596371748
302,34.020478999999995,-118.442505708
303,33.741671151999995,-118.391217028
304,33.716324983999996,-118.493794388
305,33.7036519,-118.56559854
306,33.728998067999996,-118.545083068
307,33.754344235999994,-118.442505708
308,34.286613764,-118.186062308
309,34.324633016,-118.216835516
310,34.096517504,-118.545083068
311,34.159882924,-118.288639668
312,34.172556008,-118.524567596
313,34.21057526,-118.575856276
314,34.261267595999996,-118.534825332
315,33.89374816,-118.452763444
316,33.944440496,-118.247608724
317,33.982459748,-118.586114012
318,34.058498252,-118.36044382
319,34.071171336,-118.61688722
320,34.109190588,-118.401474764
321,34.121863671999996,-118.657918164
322,33.881075075999995,-118.637402692
323,33.792363488,-118.524567596
324,33.817709656,-118.175804572
325,33.83038274,-118.432247972
326,33.843055824,-118.401474764
327,33.779690404,-118.391217028
328,34.020478999999995,-118.268124196
329,33.728998067999996,-118.30915514
330,33.754344235999994,-118.20657778
331,33.716324983999996,-118.483536652
332,33.741671151999995,-118.46302118
333,33.843055824,-118.288639668
334,34.324633016,-118.473278916
335,34.197902176,-118.20657778
336,34.21057526,-118.586114012
337,34.223248344,-118.186062308
338,33.969786664,-118.56559854
339,33.906421244,-118.30915514
340,33.919094328,-118.36044382
341,33.931767412,-118.20657778
342,33.95711358,-118.186062308
343,33.982459748,-118.575856276
344,34.096517504,-118.175804572
345,34.121863671999996,-118.647660428
346,34.134536755999996,-118.555340804
347,33.855728907999996,-118.319412876
348,34.007805915999995,-118.350186084
349,33.767017319999994,-118.268124196
350,34.286613764,-118.165546836
351,34.299286848,-118.545083068
352,34.324633016,-118.196320044
353,34.159882924,-118.637402692
354,34.185229092,-118.370701556
355,34.21057526,-118.596371748
356,34.235921428,-118.165546836
357,33.995132831999996,-118.227093252
358,33.89374816,-118.473278916
359,33.944440496,-118.268124196
360,34.261267595999996,-118.391217028
361,34.058498252,-118.339928348
362,34.109190588,-118.298897404
363,34.121863671999996,-118.637402692
364,33.881075075999995,-118.657918164
365,33.779690404,-118.4117325
366,33.792363488,-118.175804572
367,33.817709656,-118.524567596
368,33.792363488,-118.56559854
369,33.83038274,-118.473278916
370,33.83038274,-118.20657778
371,33.843055824,-118.298897404
372,33.767017319999994,-118.6681759
373,34.299286848,-118.30915514
374,34.14720984,-118.637402692
375,34.14720984,-118.596371748
376,34.14720984,-118.555340804
377,34.14720984,-118.51430986
378,34.14720984,-118.473278916
379,34.14720984,-118.432247972
380,34.14720984,-118.391217028
381,34.14720984,-118.350186084
382,34.14720984,-118.30915514
383,34.14720984,-118.268124196
384,34.185229092,-118.586114012
385,34.223248344,-118.288639668
386,34.235921428,-118.380959292
387,34.248594512,-118.391217028
388,33.969786664,-118.46302118
389,33.95711358,-118.288639668
390,33.906421244,-118.657918164
391,33.919094328,-118.6681759
392,34.273940679999995,-118.4117325
393,34.045825168,-118.401474764
394,34.096517504,-118.442505708
395,33.767017319999994,-118.247608724
396,34.299286848,-118.319412876
397,34.311959932,-118.165546836
398,34.159882924,-118.247608724
399,34.172556008,-118.56559854
400,34.185229092,-118.51430986
401,34.261267595999996,-118.493794388
402,33.995132831999996,-118.329670612
403,33.944440496,-118.288639668
404,34.058498252,-118.319412876
405,34.109190588,-118.606629484
406,33.779690404,-118.432247972
407,33.792363488,-118.483536652
408,33.805036572,-118.165546836
409,33.817709656,-118.380959292
410,33.83038274,-118.391217028
411,33.843055824,-118.606629484
412,33.868401991999995,-118.504052124
413,33.881075075999995,-118.186062308
414,33.728998067999996,-118.268124196
415,33.754344235999994,-118.493794388
416,33.741671151999995,-118.175804572
417,33.767017319999994,-118.647660428
418,33.716324983999996,-118.442505708
419,34.311959932,-118.56559854
420,33.792363488,-118.329670612
421,34.197902176,-118.4117325
422,34.223248344,-118.637402692
423,34.248594512,-118.534825332
424,33.95711358,-118.637402692
425,33.982459748,-118.370701556
426,33.906421244,-118.51430986
427,33.919094328,-118.319412876
428,33.931767412,-118.4117325
429,33.868401991999995,-118.596371748
430,34.071171336,-118.401474764
431,33.982459748,-118.647660428
432,33.995132831999996,-118.51430986
433,33.969786664,-118.493794388
434,33.982459748,-118.196320044
435,33.995132831999996,-118.637402692
436,33.995132831999996,-118.186062308
437,33.982459748,-118.524567596
438,33.89374816,-118.637402692
439,33.89374816,-118.30915514
440,33.906421244,-118.380959292
441,33.855728907999996,-118.278381932
442,33.805036572,-118.237350988
443,33.843055824,-118.61688722
444,34.020478999999995,-118.380959292
445,33.728998067999996,-118.606629484
446,33.754344235999994,-118.380959292
447,33.741671151999995,-118.452763444
448,33.716324983999996,-118.432247972
449,33.7036519,-118.504052124
450,34.159882924,-118.596371748
451,34.185229092,-118.329670612
452,34.21057526,-118.637402692
453,34.248594512,-118.196320044
454,33.944440496,-118.30915514
455,34.261267595999996,-118.350186084
456,34.058498252,-118.298897404
457,34.071171336,-118.555340804
458,34.109190588,-118.339928348
459,34.121863671999996,-118.596371748
460,33.779690404,-118.452763444
461,33.792363488,-118.46302118
462,33.817709656,-118.237350988
463,33.83038274,-118.493794388
464,33.843055824,-118.339928348
465,34.007805915999995,-118.196320044
466,34.020478999999995,-118.20657778
467,33.741671151999995,-118.524567596
468,33.728998067999996,-118.370701556
469,33.716324983999996,-118.421990236
470,34.311959932,-118.421990236
471,34.324633016,-118.4117325
472,34.21057526,-118.647660428
473,34.223248344,-118.247608724
474,33.95711358,-118.247608724
475,33.982459748,-118.51430986
476,33.969786664,-118.504052124
477,33.906421244,-118.370701556
478,33.919094328,-118.298897404
479,34.071171336,-118.627144956
480,34.096517504,-118.237350988
481,34.121863671999996,-118.586114012
482,34.134536755999996,-118.61688722
483,33.855728907999996,-118.25786646
484,34.248594512,-118.6681759
485,34.273940679999995,-118.391217028
486,34.299286848,-118.606629484
487,34.185229092,-118.30915514
488,34.21057526,-118.657918164
489,34.261267595999996,-118.452763444
490,34.273940679999995,-118.196320044
491,33.89374816,-118.534825332
492,33.944440496,-118.329670612
493,33.995132831999996,-118.288639668
494,34.058498252,-118.278381932
495,34.121863671999996,-118.575856276
496,34.134536755999996,-118.545083068
497,33.881075075999995,-118.227093252
498,33.868401991999995,-118.46302118
499,33.779690404,-118.473278916
500,34.299286848,-118.370701556
501,34.197902176,-118.452763444
502,34.223248344,-118.596371748
503,34.235921428,-118.56559854
504,34.273940679999995,-118.473278916
505,33.982459748,-118.329670612
506,33.906421244,-118.227093252
507,33.919094328,-118.606629484
508,33.931767412,-118.452763444
509,33.95711358,-118.596371748
510,34.045825168,-118.46302118
511,34.08384442,-118.186062308
512,34.096517504,-118.25786646
513,33.855728907999996,-118.237350988
514,33.868401991999995,-118.555340804
515,33.805036572,-118.278381932
516,33.767017319999994,-118.186062308
517,34.299286848,-118.627144956
518,34.172556008,-118.627144956
519,34.185229092,-118.452763444
520,34.248594512,-118.647660428
521,34.261267595999996,-118.30915514
522,33.944440496,-118.350186084
523,34.058498252,-118.25786646
524,34.08384442,-118.196320044
525,34.109190588,-118.545083068
526,33.881075075999995,-118.247608724
527,33.868401991999995,-118.56559854
528,33.779690404,-118.493794388
529,33.792363488,-118.421990236
530,33.817709656,-118.442505708
531,33.83038274,-118.452763444
532,33.843055824,-118.545083068
533,34.020478999999995,-118.493794388
534,33.741671151999995,-118.237350988
535,33.767017319999994,-118.586114012
536,33.716324983999996,-118.380959292
537,33.728998067999996,-118.329670612
538,33.754344235999994,-118.432247972
539,34.311959932,-118.627144956
540,34.033152084,-118.575856276
541,34.033152084,-118.247608724
542,34.045825168,-118.56559854
543,34.033152084,-118.370701556
544,34.033152084,-118.329670612
545,34.033152084,-118.452763444
546,34.033152084,-118.4117325
547,34.033152084,-118.534825332
548,34.033152084,-118.20657778
549,34.045825168,-118.606629484
550,34.197902176,-118.350186084
551,34.248594512,-118.473278916
552,33.982459748,-118.30915514
553,33.906421244,-118.575856276
554,33.919094328,-118.25786646
555,33.931767412,-118.350186084
556,34.033152084,-118.493794388
557,34.071171336,-118.339928348
558,34.08384442,-118.20657778
559,34.109190588,-118.555340804
560,33.855728907999996,-118.216835516
561,33.805036572,-118.175804572
562,33.843055824,-118.555340804
563,34.020478999999995,-118.319412876
564,33.741671151999995,-118.51430986
565,33.767017319999994,-118.165546836
566,33.716324983999996,-118.370701556
567,33.728998067999996,-118.421990236
568,33.754344235999994,-118.319412876
569,34.159882924,-118.657918164
570,34.185229092,-118.268124196
571,34.261267595999996,-118.4117325
572,33.995132831999996,-118.575856276
573,33.944440496,-118.370701556
574,34.033152084,-118.586114012
575,34.058498252,-118.237350988
576,34.109190588,-118.524567596
577,34.121863671999996,-118.534825332
578,33.779690404,-118.51430986
579,33.792363488,-118.401474764
580,33.817709656,-118.298897404
581,33.83038274,-118.30915514
582,33.843055824,-118.524567596
583,34.134536755999996,-118.504052124
584,33.767017319999994,-118.56559854
585,34.311959932,-118.483536652
586,34.324633016,-118.350186084
587,33.779690404,-118.25786646
588,34.197902176,-118.329670612
589,34.235921428,-118.278381932
590,34.273940679999995,-118.186062308
591,33.982459748,-118.452763444
592,33.89374816,-118.586114012
593,33.906421244,-118.432247972
594,33.919094328,-118.237350988
595,33.931767412,-118.329670612
596,34.08384442,-118.30915514
597,34.109190588,-118.534825332
598,33.881075075999995,-118.288639668
599,33.843055824,-118.380959292
600,33.881075075999995,-118.575856276
601,33.868401991999995,-118.196320044
602,33.881075075999995,-118.329670612
603,33.855728907999996,-118.30915514
604,33.779690404,-118.575856276
605,33.779690404,-118.247608724
606,33.792363488,-118.6681759
607,33.792363488,-118.339928348
608,33.817709656,-118.637402692
609,33.83038274,-118.627144956
610,33.855728907999996,-118.196320044
611,34.007805915999995,-118.473278916
612,34.299286848,-118.421990236
613,34.172556008,-118.6681759
614,34.185229092,-118.4117325
615,34.235921428,-118.61688722
616,34.261267595999996,-118.268124196
617,33.995132831999996,-118.432247972
618,33.89374816,-118.186062308
619,33.944440496,-118.391217028
620,34.273940679999995,-118.586114012
621,34.045825168,-118.61688722
622,34.058498252,-118.216835516
623,34.096517504,-118.165546836
624,34.121863671999996,-118.51430986
625,33.868401991999995,-118.524567596
626,33.779690404,-118.534825332
627,34.134536755999996,-118.606629484
628,34.007805915999995,-118.278381932
629,34.311959932,-118.339928348
630,34.324633016,-118.329670612
631,34.197902176,-118.391217028
632,34.223248344,-118.657918164
633,34.235921428,-118.504052124
634,34.273940679999995,-118.534825332
635,33.982459748,-118.268124196
636,34.08384442,-118.247608724
637,34.096517504,-118.319412876
